"","datecollected","siteid","sampleid","basisofrecord","minimumdepthinmeters","maximumdepthinmeters","taxaname","taxanameid","samplingeffort","parameter","parameter_value","parameter_standardunit"
"481",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Anthias anthias",127031,NA,"Count (Dmnless)",10,"Dmnless"
"482",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Aphia minuta",126868,NA,"Count (Dmnless)",58,"Dmnless"
"483",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",1,"Dmnless"
"484",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Blennius ocellaris",126761,NA,"Count (Dmnless)",1,"Dmnless"
"485",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Boops boops",127047,NA,"Count (Dmnless)",166,"Dmnless"
"486",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Callionymus maculatus",126793,NA,"Count (Dmnless)",1,"Dmnless"
"487",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Capros aper",127419,NA,"Count (Dmnless)",33,"Dmnless"
"488",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",128,"Dmnless"
"489",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",1,"Dmnless"
"490",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Citharus linguatula",127130,NA,"Count (Dmnless)",4,"Dmnless"
"491",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless"
"492",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",1,"Dmnless"
"493",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",2,"Dmnless"
"494",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",135,"Dmnless"
"495",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Lophius budegassa",126554,NA,"Count (Dmnless)",4,"Dmnless"
"496",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Merluccius merluccius",126484,NA,"Count (Dmnless)",4,"Dmnless"
"497",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Mullus barbatus",126985,NA,"Count (Dmnless)",31,"Dmnless"
"498",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Pagellus acarne",127057,NA,"Count (Dmnless)",4,"Dmnless"
"499",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",52,"Dmnless"
"500",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Pagrus pagrus",127063,NA,"Count (Dmnless)",2,"Dmnless"
"501",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Sardina pilchardus",126421,NA,"Count (Dmnless)",7,"Dmnless"
"502",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Scorpaena notata",127246,NA,"Count (Dmnless)",83,"Dmnless"
"503",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",1,"Dmnless"
"504",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Serranus cabrilla",127041,NA,"Count (Dmnless)",52,"Dmnless"
"505",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Serranus hepatus",127042,NA,"Count (Dmnless)",142,"Dmnless"
"506",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",13,"Dmnless"
"507",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Torpedo marmorata",271684,NA,"Count (Dmnless)",2,"Dmnless"
"508",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Trachinus draco",127082,NA,"Count (Dmnless)",1,"Dmnless"
"509",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",12,"Dmnless"
"510",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Trachurus trachurus",126822,NA,"Count (Dmnless)",3,"Dmnless"
"511",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Trisopterus minutus",126446,NA,"Count (Dmnless)",428,"Dmnless"
"512",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",2,"Dmnless"
"513",1997-05-21,"37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Zeus faber",127427,NA,"Count (Dmnless)",2,"Dmnless"
"514",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",1,"Dmnless"
"515",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Boops boops",127047,NA,"Count (Dmnless)",990,"Dmnless"
"516",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",17,"Dmnless"
"517",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Citharus linguatula",127130,NA,"Count (Dmnless)",4,"Dmnless"
"518",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Conger conger",126285,NA,"Count (Dmnless)",1,"Dmnless"
"519",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",4,"Dmnless"
"520",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Dentex maroccanus",273966,NA,"Count (Dmnless)",1,"Dmnless"
"521",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Engraulis encrasicolus",126426,NA,"Count (Dmnless)",7,"Dmnless"
"522",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Gobius niger",126892,NA,"Count (Dmnless)",1,"Dmnless"
"523",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",44,"Dmnless"
"524",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Merluccius merluccius",126484,NA,"Count (Dmnless)",20,"Dmnless"
"525",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Mullus barbatus",126985,NA,"Count (Dmnless)",44,"Dmnless"
"526",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"527",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Ophichthus rufus",126316,NA,"Count (Dmnless)",1,"Dmnless"
"528",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Pagellus acarne",127057,NA,"Count (Dmnless)",60,"Dmnless"
"529",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",52,"Dmnless"
"530",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",10,"Dmnless"
"531",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Pagrus pagrus",127063,NA,"Count (Dmnless)",1,"Dmnless"
"532",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Sardina pilchardus",126421,NA,"Count (Dmnless)",133,"Dmnless"
"533",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Sardinella aurita",126422,NA,"Count (Dmnless)",2,"Dmnless"
"534",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Scomber scombrus",127023,NA,"Count (Dmnless)",2,"Dmnless"
"535",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Scorpaena notata",127246,NA,"Count (Dmnless)",31,"Dmnless"
"536",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Serranus cabrilla",127041,NA,"Count (Dmnless)",6,"Dmnless"
"537",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Serranus hepatus",127042,NA,"Count (Dmnless)",49,"Dmnless"
"538",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",67,"Dmnless"
"539",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Spicara smaris",126830,NA,"Count (Dmnless)",1,"Dmnless"
"540",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Symphurus nigrescens",127134,NA,"Count (Dmnless)",1,"Dmnless"
"541",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Torpedo marmorata",271684,NA,"Count (Dmnless)",1,"Dmnless"
"542",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Trachinus draco",127082,NA,"Count (Dmnless)",1,"Dmnless"
"543",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",477,"Dmnless"
"544",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Trachurus trachurus",126822,NA,"Count (Dmnless)",55,"Dmnless"
"545",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Trisopterus minutus",126446,NA,"Count (Dmnless)",27,"Dmnless"
"546",1998-05-17,"37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",1,"Dmnless"
"547",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",2,"Dmnless"
"548",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Boops boops",127047,NA,"Count (Dmnless)",1795,"Dmnless"
"549",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Capros aper",127419,NA,"Count (Dmnless)",7,"Dmnless"
"550",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",52,"Dmnless"
"551",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Chelidonichthys lastoviza",127261,NA,"Count (Dmnless)",1,"Dmnless"
"552",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Citharus linguatula",127130,NA,"Count (Dmnless)",2,"Dmnless"
"553",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless"
"554",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",5,"Dmnless"
"555",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",1,"Dmnless"
"556",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",33,"Dmnless"
"557",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Lophius budegassa",126554,NA,"Count (Dmnless)",2,"Dmnless"
"558",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Merluccius merluccius",126484,NA,"Count (Dmnless)",19,"Dmnless"
"559",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Mullus barbatus",126985,NA,"Count (Dmnless)",39,"Dmnless"
"560",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Mullus surmuletus",126986,NA,"Count (Dmnless)",10,"Dmnless"
"561",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Pagellus acarne",127057,NA,"Count (Dmnless)",27,"Dmnless"
"562",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",70,"Dmnless"
"563",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",2,"Dmnless"
"564",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Pagrus pagrus",127063,NA,"Count (Dmnless)",1,"Dmnless"
"565",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Sardinella aurita",126422,NA,"Count (Dmnless)",1,"Dmnless"
"566",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Scorpaena notata",127246,NA,"Count (Dmnless)",32,"Dmnless"
"567",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Scorpaena porcus",127247,NA,"Count (Dmnless)",1,"Dmnless"
"568",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",1,"Dmnless"
"569",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Serranus cabrilla",127041,NA,"Count (Dmnless)",10,"Dmnless"
"570",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Serranus hepatus",127042,NA,"Count (Dmnless)",86,"Dmnless"
"571",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",123,"Dmnless"
"572",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Spicara smaris",126830,NA,"Count (Dmnless)",44,"Dmnless"
"573",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Torpedo marmorata",271684,NA,"Count (Dmnless)",1,"Dmnless"
"574",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Trachinus draco",127082,NA,"Count (Dmnless)",2,"Dmnless"
"575",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",127,"Dmnless"
"576",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Trachurus trachurus",126822,NA,"Count (Dmnless)",8,"Dmnless"
"577",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Trisopterus minutus",126446,NA,"Count (Dmnless)",3,"Dmnless"
"578",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",3,"Dmnless"
"579",2001-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Zeus faber",127427,NA,"Count (Dmnless)",5,"Dmnless"
"580",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Aphia minuta",126868,NA,"Count (Dmnless)",224,"Dmnless"
"581",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",1,"Dmnless"
"582",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Boops boops",127047,NA,"Count (Dmnless)",128,"Dmnless"
"583",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",9,"Dmnless"
"584",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",1,"Dmnless"
"585",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Engraulis encrasicolus",126426,NA,"Count (Dmnless)",184,"Dmnless"
"586",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",46,"Dmnless"
"587",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Lophius budegassa",126554,NA,"Count (Dmnless)",1,"Dmnless"
"588",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Merluccius merluccius",126484,NA,"Count (Dmnless)",29,"Dmnless"
"589",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Mullus barbatus",126985,NA,"Count (Dmnless)",48,"Dmnless"
"590",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"591",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Ophichthus rufus",126316,NA,"Count (Dmnless)",2,"Dmnless"
"592",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Pagellus acarne",127057,NA,"Count (Dmnless)",8,"Dmnless"
"593",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",51,"Dmnless"
"594",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",3,"Dmnless"
"595",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Pagrus pagrus",127063,NA,"Count (Dmnless)",1,"Dmnless"
"596",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Sardina pilchardus",126421,NA,"Count (Dmnless)",8,"Dmnless"
"597",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Scorpaena notata",127246,NA,"Count (Dmnless)",66,"Dmnless"
"598",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",4,"Dmnless"
"599",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Serranus cabrilla",127041,NA,"Count (Dmnless)",15,"Dmnless"
"600",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Serranus hepatus",127042,NA,"Count (Dmnless)",127,"Dmnless"
"601",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",56,"Dmnless"
"602",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Spicara smaris",126830,NA,"Count (Dmnless)",33,"Dmnless"
"603",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Torpedo marmorata",271684,NA,"Count (Dmnless)",1,"Dmnless"
"604",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",33,"Dmnless"
"605",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Trachurus trachurus",126822,NA,"Count (Dmnless)",2,"Dmnless"
"606",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Trisopterus minutus",126446,NA,"Count (Dmnless)",5,"Dmnless"
"607",2002-05-24,"37.93_-0.57_5760","37.93_-0.57_5760_20020524",NA,NA,70,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",1,"Dmnless"
"608",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Aphia minuta",126868,NA,"Count (Dmnless)",2,"Dmnless"
"609",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Boops boops",127047,NA,"Count (Dmnless)",64,"Dmnless"
"610",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",1,"Dmnless"
"611",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Chelidonichthys lastoviza",127261,NA,"Count (Dmnless)",3,"Dmnless"
"612",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Citharus linguatula",127130,NA,"Count (Dmnless)",3,"Dmnless"
"613",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",5,"Dmnless"
"614",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",15,"Dmnless"
"615",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Lophius budegassa",126554,NA,"Count (Dmnless)",1,"Dmnless"
"616",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Merluccius merluccius",126484,NA,"Count (Dmnless)",2,"Dmnless"
"617",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Mullus barbatus",126985,NA,"Count (Dmnless)",59,"Dmnless"
"618",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"619",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Pagellus acarne",127057,NA,"Count (Dmnless)",3,"Dmnless"
"620",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",15,"Dmnless"
"621",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",3,"Dmnless"
"622",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Pagrus pagrus",127063,NA,"Count (Dmnless)",3,"Dmnless"
"623",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Scorpaena notata",127246,NA,"Count (Dmnless)",22,"Dmnless"
"624",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",2,"Dmnless"
"625",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Serranus cabrilla",127041,NA,"Count (Dmnless)",1,"Dmnless"
"626",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Serranus hepatus",127042,NA,"Count (Dmnless)",11,"Dmnless"
"627",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",19,"Dmnless"
"628",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",20,"Dmnless"
"629",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Trachurus trachurus",126822,NA,"Count (Dmnless)",3,"Dmnless"
"630",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",2,"Dmnless"
"631",2003-05-04,"37.93_-0.57_5760","37.93_-0.57_5760_20030504",NA,NA,75,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless"
"632",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Boops boops",127047,NA,"Count (Dmnless)",68,"Dmnless"
"633",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Capros aper",127419,NA,"Count (Dmnless)",1,"Dmnless"
"634",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",35,"Dmnless"
"635",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Citharus linguatula",127130,NA,"Count (Dmnless)",1,"Dmnless"
"636",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless"
"637",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Crystallogobius linearis",126878,NA,"Count (Dmnless)",54,"Dmnless"
"638",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Engraulis encrasicolus",126426,NA,"Count (Dmnless)",1,"Dmnless"
"639",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Gobius niger",126892,NA,"Count (Dmnless)",1,"Dmnless"
"640",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",6,"Dmnless"
"641",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Lophius piscatorius",126555,NA,"Count (Dmnless)",1,"Dmnless"
"642",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Merluccius merluccius",126484,NA,"Count (Dmnless)",15,"Dmnless"
"643",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Mullus barbatus",126985,NA,"Count (Dmnless)",7,"Dmnless"
